,name,state,review_count,stars
35972,Mission BBQ,FL,192,4.5
35974,CVS Pharmacy,FL,6,2.0
35977,Chipotle Mexican Grill,TN,113,2.5
35978,La Tapatia Bakery,CA,56,4.0
35981,Pizza Hut,AB,6,3.5
35982,Brother's Pizza,PA,18,4.0
35986,McDonald's,PA,23,2.0
35989,The Train Shed,MO,137,3.5
35990,The Garden Table,IN,664,4.5
35991,La Providencia Mexican Restaurant,LA,76,4.0
35992,Dunkin',FL,38,2.5
35995,McDonald's,IN,51,1.5
35997,The Corner Butcher,MO,45,4.5
35999,TennFold Brewing,TN,158,4.5
36000,Concord Pike Liquors,DE,7,5.0
36010,O-Sunnyside Breakfast,PA,13,4.0
36011,The Floridian,FL,120,3.5
36014,Hooters,LA,94,3.0
36016,Ume,AZ,93,3.0
36017,Smitty's Seafood,LA,179,3.5
36023,Streetlight Kitchen and Bar,PA,19,4.0
36032,Croydon Pizza,PA,34,4.0
36034,Global Brew Tap House,IL,56,4.0
36035,QuikTrip,MO,11,4.0
36038,Smoothie King,TN,29,3.0
36040,Choolaah,PA,354,4.0
36041,Taqueria Corona,LA,75,4.0
36045,Miel Restaurant,TN,148,4.5
36049,St Roch Tavern,LA,34,4.0
36057,Chipotle Mexican Grill,PA,58,2.0
36063,Gao's Noodle House,NV,55,4.0
36072,Taco Bell,FL,9,2.5
36073,Ana Delicias Bakery,FL,29,4.0
36077,Downtown Crawlers,FL,10,4.5
36080,Mandu Roo,PA,27,4.0
36081,Exton Beverage Center,PA,14,3.5
36082,Island Paradise Restaurant & Grill,LA,70,4.5
36086,Subway,MO,9,3.0
36089,Teas N' Mi,PA,45,4.0
36091,Salty Sisters Gourmet Popcorn,FL,23,5.0
36100,Cali Viejo Catering,FL,176,4.0
36105,Nan Tian BBQ,AZ,24,3.5
36113,Bad Boy Burgers,ID,85,3.5
36117,Jimmy John's,MO,22,2.0
36125,The Tea Place,AB,34,4.0
36127,Morrison's Irish Pub,IL,48,4.5
36129,CVS Pharmacy,NV,26,2.0
36134,Planet Smoothie,LA,6,4.5
36135,Burger King,AZ,27,2.0
36139,The Coffee Mill,FL,19,4.5
36140,CVS Pharmacy,FL,5,4.0
36145,Triple Crown Bakery,TN,73,4.5
36146,Fleming’s Prime Steakhouse & Wine Bar,FL,502,4.0
36147,The CoffeeHouse,IL,46,4.5
36158,Esquire Liquors,NJ,6,2.0
36162,Seamus McDaniel's,MO,357,4.0
36163,Planet Smoothie,FL,6,4.0
36167,Summit City Farms & Winery,NJ,10,3.0
36168,Rivera Taco Express,DE,42,4.5
36172,Hummus Grill,PA,372,4.0
36183,Steak ’n Shake,TN,66,2.0
36187,St. Louis Bread,MO,26,3.0
36189,Ice Spice Cafe,FL,31,5.0
36201,Roselli's Pizza,IN,158,3.5
36205,P S & Co,PA,437,4.0
36209,Papa Fattoush Restaurant,IN,187,4.5
36225,Domino's,NV,13,2.0
36230,Healthy Garden & Gourmet Pizza,NJ,34,4.0
36233,Texas Roadhouse,IL,86,3.5
36235,Imo's Pizza,MO,38,3.0
36240,Dino's Pizza & Pasta,PA,71,4.5
36250,MAPCO,TN,7,2.5
36273,Emmy Squared - Germantown,TN,40,4.0
36275,Tanias 33 Mexican Food,AZ,324,4.0
36280,Maggiano's Little Italy,PA,676,3.5
36281,Pizza Hut,FL,11,1.5
36285,Another Broken Egg Cafe,IN,394,4.5
36286,Wawa,NJ,7,3.0
36287,Zac's,PA,46,3.0
36288,China Dish,MO,35,3.5
36293,La Perrada Colombiana,FL,91,2.0
36302,Jerry Bob's Family Restaurant,AZ,60,3.0
36304,Fat Mo's,TN,65,4.0
36305,Wasabi,NJ,50,2.5
36306,Taziki's Mediterranean Cafe - Green Hills,TN,61,3.5
36314,Taco Bell,TN,17,2.0
36315,Roberts Smokin’ BBQ 2,FL,5,3.0
36316,CVS Pharmacy,PA,10,1.5
36317,Burger King,MO,10,2.0
36323,Lolli and Pops,MO,10,4.0
36324,Walgreens,TN,17,2.0
36326,Woodrow's Sandwich Shop,PA,312,4.5
36334,Health Meals By Anna,PA,5,5.0
36335,Walgreens,AZ,5,3.5
36340,Puccini's Pizza Pasta - Clearwater,IN,104,4.0
36347,Anthony's Deli Warehouse,FL,44,5.0
36352,Mongolian BBQ,ID,30,4.0
36362,The Local House Restaurant & Bar,MO,173,4.5
36363,Bar Louie - Tampa,FL,451,4.0
36367,Brother Brown's Underground,ID,38,4.5
36369,Beef 'O' Brady's,FL,64,3.0
36370,Laser Wolf,PA,162,4.5
36372,Ruby Thai,DE,22,3.5
36374,Kwizera Coffee,TN,9,4.0
36375,Giorgio's Pizza & Subs,PA,100,4.5
36381,H2O Lounge,AB,19,2.0
36384,Gino's Italian Ristorante,ID,365,4.0
36387,The Mill Nola,LA,109,4.0
36391,Po-Breaux's,LA,7,4.0
36394,Louie Louie,PA,272,4.0
36395,St Louis Pizza & Wings,MO,21,3.5
36404,Bait Bucket,FL,11,3.5
36406,China Star Restaurant,IL,15,3.0
36408,Chung Sing Restaurant,PA,43,3.5
36409,Bugatti's Steak & Pasta,MO,67,3.5
36413,Really Famous Tampa Style Cubans,FL,84,3.0
36421,Hard Rock Cafe,LA,300,3.0
36424,Pete's Pizza,PA,42,1.5
36426,Pizza Hut,MO,16,2.5
36427,Smokin' Pig BBQ,FL,125,3.5
36430,Serial Grillers,AZ,986,4.5
36432,Zaxby's Chicken Fingers & Buffalo Wings,FL,41,3.0
36433,The Lobby Lounge,MO,14,4.5
36435,Tony Roni's,PA,71,3.0
36436,Jugo Juice,AB,5,3.0
36437,Mt Fuji Teppanyaki,AB,23,3.5
36438,LongHorn Steakhouse,MO,90,3.0
36439,Pizza Hut,TN,11,2.0
36448,Rally's,IL,7,2.5
36449,Pizza Hut,TN,27,1.0
36457,Blueberry Hill Pancake House,IN,71,4.0
36459,Bearcat CBD,LA,209,4.5
36460,Davidson's Organic Teas,NV,15,4.0
36468,Subway,FL,12,2.0
36474,Backatown Coffee Parlour,LA,218,4.5
36478,Wine Dive,PA,29,4.0
36489,Good Buddy Chinese Restaurant,AB,67,2.5
36490,Hermitage Bakery,TN,41,3.5
36492,Mian at Rivers Casino Philadelphia,PA,10,2.5
36493,Saladworks,NJ,30,3.0
36497,McDonald's,AZ,28,2.0
36498,McDonald's,FL,46,2.0
36501,Asian Halal Meat And Kabab House,PA,31,3.0
36504,Brunics,PA,52,4.0
36505,Little Vinnie's Pizza & Pasta,DE,56,4.0
36509,Best Wok Chinese,TN,101,3.5
36514,Portugese Canadian Bakery,AB,12,4.5
36516,Two Dads,FL,5,4.0
36518,New China Restaurant,IL,18,3.0
36521,Trinity Cafe,FL,7,5.0
36528,Pastry Perfection,ID,86,3.5
36536,Sonic Drive-In,TN,15,2.0
36541,Verree Express Pizza,PA,24,3.0
36543,Hong Kong Restaurant,MO,20,4.0
36544,The Proper Brewing Company,PA,113,4.0
36546,Chip Cookies,ID,180,4.0
36547,Huddle House,IL,43,2.5
36551,Dedicated Gluten Free Bakery And Coffee Shop,AZ,175,4.5
36552,Kung Fu Tea,MO,55,3.5
36553,El Maya Mexican Grill,DE,74,3.5
36554,Starbucks,PA,58,3.0
36558,Arby's,NJ,18,2.5
36565,SOMO Manayunk,PA,288,3.5
36566,Fine Wine & Good Spirits,PA,11,2.5
36568,Mike's Sub and Donair,AB,5,3.5
36572,Checkers,TN,11,1.0
36576,Jersey Mike's Subs,CA,43,3.0
36581,Maple Shade Custard Stand,NJ,115,4.5
36590,Panda Express,AZ,14,1.5
36592,Stella Farms,NJ,26,4.5
36594,McDonald's,IN,41,1.5
36597,PJ's Coffee,LA,25,3.0
36600,Ahi Sushi Bar,ID,113,4.0
36605,Hardee's,FL,38,2.5
36607,Anthony's Cucina Fresca,PA,187,4.0
36608,Victory Brewing Company Philadelphia,PA,51,4.5
36618,Hong Kong,FL,15,3.0
36619,Sam's Cold Cuts,PA,7,3.5
36621,Pharaoh’s Donuts,MO,313,4.5
36625,CVS Pharmacy,IN,7,3.0
36632,Jalapeños Bar & Grill Broadway,ID,20,4.0
36635,Oishi,PA,347,4.0
36642,The Frozen Tiki,MO,7,4.5
36643,Shane Confectionery,PA,169,4.5
36644,Walgreens,LA,29,2.5
36645,Holiday Cigars & Spirits,TN,6,3.0
36649,Smoothie King,IN,38,3.5
36651,Wendy's,FL,17,2.0
36662,Stove and Tap,PA,42,4.0
36674,Double Tap Pub,ID,76,3.5
36685,Mamas Kitchen,FL,121,4.0
36688,Smoothie King,FL,5,4.0
36690,Checkers,FL,10,1.5
36693,Saigon Taste,AB,36,4.0
36697,Pizza Boli's,NJ,11,2.5
36706,Little Caesars Pizza,AB,8,2.0
36711,Kim's Restaurant,PA,181,4.0
36714,Burger King,FL,25,2.0
36715,St. Louis Bread,MO,93,2.5
36717,China King,MO,31,4.0
36719,China Village,TN,30,3.5
36729,MacDinton's Soho,FL,208,3.0
36731,Rick's Grille,LA,25,4.5
36732,Aloha To Go,FL,303,4.5
36735,FinBomb Sushi Burrito & Poke Bar,NV,263,4.0
36738,Jimmy John's,IN,18,3.5
36739,Sedona Taphouse,PA,185,3.5
36741,Status Dough,TN,64,4.5
36743,Delicias Mexican Grill,AZ,22,4.5
36746,Dalessandro’s Steaks & Hoagies,PA,2686,4.0
36752,Olive Garden Italian Restaurant,PA,96,3.0
36753,Moe Joe's Breakfast Eatery,ID,697,4.5
36754,J & D's Liquor,NJ,5,2.5
36762,Rosalita's Cantina,MO,526,3.5
36770,The Lure Ono,FL,6,4.5
36776,Local Mini Donut Co,FL,23,4.5
36779,Chick-fil-A,FL,18,3.0
36780,Creed's Seafood & Steaks,PA,210,3.5
36781,Mykonos,FL,410,4.5
36784,Tyler's Bar & Grille,DE,80,3.0
36793,Hooters,FL,40,2.5
36796,Thai Chef & Noodle Fusion,PA,313,4.5
36801,Herman's Coffee,PA,82,4.5
36803,Peninsula,TN,127,4.5
36808,Angelina's Bake Shop,PA,24,4.5
36813,Hardee's,TN,7,2.0
36814,Charanns Tavern,FL,104,3.5
36819,Caffe Luce,AZ,321,4.5
36820,Boise Fry Company,ID,145,4.0
36823,Starbucks,NV,47,3.0
36829,Devon & Blakely,PA,94,3.0
36830,Subway,TN,6,1.5
36831,Dunkin',PA,27,1.5
36842,Ry's Bagels,NJ,76,3.0
36844,Bonefish Grill,FL,160,3.5
36850,Alberto’s,TN,67,4.5
36853,Brew Haha,DE,26,4.0
36854,Freddy's Frozen Custard & Steakburgers,AZ,145,3.5
36855,The Caramel House,MO,22,5.0
36862,Sonobana Japanese Restaurant and Grocery,TN,277,4.0
36871,Downtown'R,AZ,5,3.0
36872,OB Clark's,MO,98,3.5
36873,Madhuban Indian Cuisine,ID,190,4.0
36884,Fulton St. Bistro & Bar,LA,11,2.5
36885,Charleys Cheesesteaks,IN,10,3.0
36886,Deerhead Hot Dogs,DE,37,4.0
36888,Jimmie's Soulfood & More,IN,11,4.0
36889,Hardee's,MO,8,2.0
36890,Pho Thai Nam Restaurant,PA,500,4.0
36891,Lapachanga Bar & Grill Arnold,MO,34,2.5
36892,Abe's Place Tap & Grill,FL,203,4.0
36895,Main Street Deli,ID,44,4.5
36896,Mexico City Kitchen,IN,5,5.0
36899,Loon Fongs Nam Viet - Machi Coffee and Tea,FL,8,3.5
36900,BP Indymart,IN,5,2.0
36904,Pepperoni's Cafe,LA,91,4.0
36915,Chiaro's Pizzeria & Restaurant- Skippack,PA,27,3.0
36917,Goodi's Fresh Squeezed Lemonade,NV,5,2.0
36918,Santa Barbara Wine Country Tours,CA,23,5.0
36921,Taste of Szechuan,AB,12,4.5
36925,Popeyes Louisiana Kitchen,LA,10,2.5
36932,Philly Wings & Things,PA,22,3.0
36933,The Bourse Food Hall,PA,95,4.0
36934,Cafe Express,PA,9,4.0
36937,O'Charley's Restaurant & Bar,TN,69,2.5
36943,Jerry Bob's,AZ,6,3.5
36945,Wawa,PA,9,2.0
36946,Capulet,LA,50,4.5
36947,Bangkok Thai,LA,131,3.5
36957,Walgreens,LA,11,2.5
36963,Filibertos,AZ,27,2.5
36965,Trident Grill III,AZ,165,3.5
36967,China Buffet & Grill,TN,31,2.5
36975,Brocato's Sandwich Shop,FL,570,4.0
36977,Raising Cane’s Chicken Fingers,MO,13,3.5
36978,Wendy's,NV,52,2.5
36981,Pipo's The Original Cuban Cafe,FL,214,4.0
36983,The Dirty Shame,FL,46,4.0
36986,Starbucks,FL,5,2.5
36987,Lolis Mexican Cravings,FL,1449,4.5
36991,McDonald's,PA,28,1.5
36993,Norton's Pastrami & Deli,CA,492,4.5
36994,Los Amigos,NV,8,4.0
36999,Robby's Pub,IN,36,3.5
37000,Five Happiness Chinese Restaurant,LA,319,3.0
37002,A Taste O' Home,PA,8,2.5
37004,Vspicery,FL,11,5.0
37008,Red Lobster,AB,70,2.5
37014,Jimmy John's,IN,18,2.5
37018,Miller's Ale House,PA,66,3.5
37025,Three Brothers Grill,PA,56,4.0
37030,Keystone Steak & Lemonade,IN,13,4.0
37036,Mahogany Jazz Hall,LA,97,4.5
37040,Sultan’s Shawarma Shack,LA,22,5.0
37046,The Lemon Grass,FL,292,4.0
37049,Golden Dragon,AZ,111,3.5
37055,Sal Y Mar,FL,122,3.5
37057,Syberg's Arnold,MO,166,4.0
37068,TGI Fridays,PA,154,2.0
37072,Dolce Carini Italian Restaurant,PA,14,3.5
37076,Secane Pizza,PA,18,4.0
37077,Otto's Brauhaus,PA,223,3.0
37081,Philly Pretzel Factory,DE,11,2.5
37084,A Yah Mi Deh Jamaican Restaurant,AB,21,4.5
37085,Dutch Bros Coffee,AZ,5,4.0
37092,Pisker's Bakery,NJ,35,4.5
37096,Canton,PA,11,3.5
37108,Fine Wine & Good Spirits - Premium Collection,PA,7,5.0
37110,Checkers,FL,8,3.0
37116,Boston Pizza,AB,17,3.0
37117,Red Lobster,FL,89,3.0
37122,Wingstop,TN,48,2.0
37123,Mobil Mart & Lube Express,FL,11,4.0
37124,Johnny's Ristorante Italiano,NV,460,4.5
37131,Why Not? Cafe And Bar,AB,13,4.5
37132,Linvilla Orchards,PA,405,3.5
37134,The Cub and Bunny,NJ,23,4.5
37137,Osa Coffee Roasters,TN,29,4.5
37138,Dunkin',DE,9,2.5
37141,Dunkin',NJ,10,2.0
37143,A' Amor'e Pizzeria Grill & Pub,FL,30,3.5
37146,Chef Tia & Co,IN,90,4.5
37151,13th Street Pub & Grill,ID,212,3.5
37152,Golden Corral Buffet & Grill,ID,57,3.5
37157,Agave Mexican Cuisine,PA,127,4.0
37170,The Crimson Cafe,PA,13,4.0
37172,Charlies Philly Steaks,TN,6,3.0
37177,GET Cafe,PA,12,5.0
37178,Fortune Village,TN,25,4.0
37182,Panda Express,IN,17,2.0
37183,Ishkabibble's,PA,722,4.0
37187,Rite Aid,PA,7,1.5
37191,The Terminal Restaurant,PA,91,4.0
37195,Taqueria Atexquita,DE,5,3.5
37198,Pizza Hut,FL,17,1.5
37200,ABC Fine Wine & Spirits,FL,13,3.0
37204,A & A Pizza,FL,12,4.5
37206,Fat Dan's Deli Carmel,IN,111,3.5
37207,Jersey Mike's Subs,CA,89,3.0
37208,Santucci Square Pizza V,PA,16,2.5
37209,Banner - University Medical Center Tucson Cafeteria,AZ,24,3.5
37210,Burger King,FL,34,2.0
37213,El Guerrero Mexican Grill,FL,169,4.0
37214,Nifty Fifty's,NJ,102,3.0
37218,Waffle House,LA,30,2.5
37222,Jerry's Cafeteria & Catering,IL,20,4.5
37224,Sunset Restaurant BBQ and Crabs,DE,15,3.5
37226,The Soup Bar,NJ,8,5.0
37229,Bojangles,TN,24,2.5
37230,Takumi Sushi Hibachi,IN,23,4.5
37235,Jazzy's BBQ,FL,278,4.0
37240,Munchy Time,NJ,6,4.0
37243,BeerSauce Shop Ballwin,MO,10,4.5
37250,El Ranchero Mexican Grill and Bar,TN,34,4.0
37254,Wok To Go,LA,14,3.5
37258,Sang Tong Thai,NJ,32,5.0
37260,Faraci Pizza,MO,40,4.5
37262,The Smokey Cigar 2,TN,5,3.5
37267,Rita's Italian Ice,NJ,9,4.0
37272,Wendy's,TN,17,1.5
37273,Jason's Deli,LA,34,3.5
37274,The Royal Room,AZ,51,4.0
37277,Sunset Cafe & Beach Bar,FL,28,3.5
37279,Popeyes Louisiana Kitchen,PA,41,2.0
37284,Taco De Oro,FL,47,5.0
37285,Erwin's Country Kitchen,PA,80,4.0
37288,The Olde World Bakery & Cafe,NJ,77,2.5
37289,McDonald's,PA,23,2.0
37294,Deborah's Kitchen,PA,8,4.0
37295,Mama Yang and Daughter,TN,17,5.0
37305,Popeyes Louisiana Kitchen,IN,20,2.0
37310,Tydes Restaurant,CA,56,4.0
37312,Taco Bell,FL,29,2.0
37320,QuikTrip,MO,7,3.5
37324,Skyline Club - Indianapolis,IN,90,3.5
37326,Caplinger's Fresh Catch,IN,6,4.0
37329,Seminole Lanes Inc,FL,37,3.5
37331,Golden Bowl,PA,131,3.5
37334,QDOBA Mexican Eats,IN,37,3.0
37337,HotBox Pizza,IN,11,3.5
37340,OEC Japanese Express,FL,100,4.0
37341,Rise Coffee House,MO,313,4.5
37344,Mr Gyro's,IN,62,4.0
37346,Russo's Pizza,PA,73,4.5
37350,Damas Mediterranean Grill,PA,113,4.5
37356,Chaatable,TN,261,4.0
37359,Zara Halal Food Cart,PA,41,4.5
37363,CVS Pharmacy,NV,41,2.0
37372,Walgreens,LA,21,2.5
37374,Buffalo Wild Wings,IL,77,3.0
37375,Saxbys 11th and Locust,PA,42,3.5
37376,City Cigars,PA,8,5.0
37377,Starboard Side Tavern,PA,21,4.0
37381,7-Eleven,PA,7,2.0
37385,Las Cabanas,NJ,8,3.5
37386,Holy Tomato Pies,NJ,229,4.5
37393,Kayu,PA,29,3.5
37397,Walgreens,PA,7,4.0
37398,Noshville Delicatessen,TN,193,1.5
37399,Dunkin',FL,12,2.5
37403,Perennial on Lockwood,MO,33,4.5
37405,On The Alley - Goleta,CA,232,4.0
37407,Walgreens,PA,6,2.5
37416,Carmelita's Taqueria,NV,93,4.0
37417,Salem Oak Diner,NJ,20,4.0
37419,old corner bar,NV,5,5.0
37422,Station Pizza,PA,58,2.5
37425,El Guadalajara,TN,36,3.5
37427,Wild Ginger Restaurant,TN,406,4.0
37438,Burger King,PA,19,2.0
37439,Luna Grill,CA,225,4.0
37443,Suki Hana,NJ,15,4.0
37448,Eden Organics Salon & Spa,PA,60,4.5
37450,Joa Sushi,PA,28,4.0
37460,Mr Currys India Restaurant,IL,35,4.0
37462,Farmhouse Tavern,PA,78,4.0
37464,Tiburon Tavern,CA,46,4.0
37469,Pearl's Oyster Bar,MO,53,4.0
37472,Saladworks,PA,31,2.5
37473,Philadelphia Distilling,PA,182,5.0
37475,China Moon,PA,31,3.0
37480,Sunbake Pita Bakery,AB,63,4.5
37483,Steak Out,NJ,86,4.0
37484,Food Truck Fridays,NV,54,4.5
37486,Craft Beer Store,PA,28,4.0
37490,Wingstop,PA,7,1.5
37496,Fine Wine & Good Spirits,PA,21,2.5
37500,Cellar House,MO,68,5.0
37503,Mustard Greens Restaurant,PA,97,4.0
37504,Rigoletto's Cafe,AB,32,4.0
37510,Mongolian BBQ,ID,66,4.0
37519,St Pete Brewing Company,FL,203,4.0
37523,Wendy's,NJ,14,2.5
37525,Azione,PA,5,2.0
37527,Brauhaus 701,NV,142,3.5
37540,McDonald's,IN,15,2.0
37541,Dadeo,AB,237,4.0
37543,Orange Leaf Frozen Yogurt - Eagle,ID,14,4.0
37545,NOLA Distillery,LA,29,4.5
37546,Tequilas Restaurant,PA,753,4.0
37548,Insomnia Cookies,PA,18,3.0
37549,Little Tokyo,LA,175,3.5
37550,Freddy's Frozen Custard & Steakburgers,MO,12,3.0
37553,Don Chencho Mexican Restaurant,IL,22,3.5
37554,Montesini Pizza,PA,55,4.0
37555,"1, 2, Tea",NV,200,4.0
37562,Kip's Pub,IN,33,3.5
37568,Grandin Bakery,AB,14,4.0
37569,Frankie's Pizza,NJ,13,3.0
37571,Mala Luna,ID,15,5.0
37572,Grape Leaf Express -Tampa,FL,262,4.0
37576,Luekens Wine & Spirits,FL,21,4.0
37580,Barcadia,LA,403,3.0
37582,Señor Tequila Mexican Restaurant - Tampa,FL,280,4.0
37585,Pizza Hut,IL,6,1.5
37591,Illiano Cucina,NJ,97,4.5
37598,Dunkin',FL,28,2.0
37601,Burger King,PA,7,2.5
37603,Thai Paradise,IN,296,4.0
37611,Moe's Southwest Grill,FL,58,3.0
37612,Artigiano Pizza,PA,28,2.5
37614,Dairy Queen Grill & Chill,FL,18,2.5
37615,TGI Fridays,DE,75,2.0
37617,Silver Smoke,NV,5,3.0
37626,The Café at Thistle Farms,TN,189,5.0
37630,Arnieri's Pizzeria,NJ,18,4.5
37636,Main Street Pub & Eatery,TN,34,4.5
37637,Luke's,AZ,111,3.5
37644,Starbucks,IN,38,3.5
37645,Denny's,AZ,72,2.5
37649,Flamie’s Hot Chicken Factory,TN,10,3.5
37651,Tokyo Sushi Bar,FL,69,4.0
37653,Stewart's Restaurant,PA,7,1.5
37655,Fausto's Bistro,LA,90,4.0
37656,Greenberry's Coffee - Tulane Medical Center,LA,7,3.0
37658,Sakana Sushi Asian Fusion Restaurant,PA,41,3.5
37660,Two Brothers Pizza,NJ,38,2.5
37662,La Cocinita Food Truck,LA,59,4.0
37667,Steak Plus Pizza,TN,50,2.5
37681,Brain Freeze Ice Cream Parlor,NJ,13,4.5
37687,The Worlds Largest Food Truck Rally EVER,FL,11,3.0
37689,Zasu,LA,66,4.5
37690,Subway,AB,8,3.0
37692,Friendly Fisherman Restaurant,FL,394,3.0
37695,Sonny's BBQ,FL,58,3.5
37700,Smiley's Deli,FL,116,5.0
37703,El Negro De Oro Restaurant,NJ,23,4.5
37704,Zoes Kitchen,LA,76,3.5
37713,Taco Bell,TN,22,1.5
37716,KORI,PA,33,4.5
37720,5 Points,TN,11,4.0
37721,The Flying Deutschman,PA,27,4.5
37722,Brick River Cider Company,MO,121,4.0
37725,St Louis Gyros,MO,32,3.5
37726,JWags,FL,30,3.5
37727,Cafe Celeste,AB,17,4.5
37728,WIN Bubble Tea - Bellevue,TN,7,4.5
37731,Taqueria El Dolar,TN,14,4.5
37738,Smokin' Oaks Barbeque,FL,25,4.0
37741,Honey Baked Ham Company,PA,11,4.5
37744,Food Truck Fridays,MO,49,3.5
37745,KFC,LA,10,2.0
37751,Dairy Queen,PA,7,3.5
37753,McDonald's,NJ,7,2.0
37754,Panda Restaurant,MO,42,4.0
37755,Kristina Pizza,PA,10,3.5
37759,Wingstop,MO,7,2.0
37768,Harbor Asian Restaurant,NJ,6,4.0
37776,El Boom Catracho,PA,8,5.0
37779,Taquería y Birrieria Arandas,TN,18,5.0
37788,Korea House,AZ,135,4.0
37794,McDonald's,PA,8,1.5
37795,Tortas Ebenezer,NV,22,4.0
37796,Pancho & Willie's Cantina,NV,203,3.5
37803,Mace's Crossing,PA,124,3.0
37806,CVS Pharmacy,PA,6,3.0
37815,Marco's Pizza,IN,10,3.5
37822,Breadeaux Pizza,IL,6,4.0
37825,Boujie Biscuit,IN,39,4.5
37829,Sake Sushi Hibachi House,LA,62,3.5
37832,The Copa Bar & Grill,NV,85,3.5
37837,Spotlight Cabaret,AB,12,4.5
37841,JJ's Hot Chicken,PA,6,3.5
37852,Cooper's Hawk Winery & Restaurants - Tampa,FL,1154,4.0
37854,Booker's Restaurant and Bar,PA,276,3.5
37858,St Louis Kitchen,MO,65,3.0
37861,Marleys Smoke Shop,TN,22,2.0
37865,Village Inn,FL,67,3.5
37866,Federal Donuts,PA,8,4.5
37869,Rosebud Flowers & Gifts Indianapolis,IN,11,4.5
37870,Bright Ice,FL,15,5.0
37876,Hardee's,IN,12,3.0
37882,Hong Kong Express,NV,65,3.5
37885,Uncle John’s RRR Bar,IL,7,4.0
37890,Ambassador,PA,32,4.0
37892,Mario & Franks 1,NJ,38,3.5
37893,Cat's Meow,LA,455,3.5
37897,Center Point Barbecue,TN,210,4.0
37899,Franky D's Pizza,NJ,19,4.0
37902,Dream Donair & Pizza,AB,18,4.0
37906,One Love Jamaican Take Out,PA,20,3.5
37909,Domino's Pizza,TN,5,2.5
37915,Peg's Glorified Ham and Eggs,NV,404,4.0
37917,CVS Pharmacy,AZ,5,1.5
37919,Original Pizza,FL,173,4.0
37923,McDonald's,NJ,23,1.5
37937,Lee's Candies,ID,10,5.0
37941,MinuteClinic,FL,8,2.5
37944,QDOBA Mexican Eats,NJ,62,3.5
37946,Smoothie King,IN,12,3.5
37948,Dominican Cafe,DE,14,4.0
37949,Sam's to Go - Milpas,CA,33,3.0
37951,Siam Thai Restaurant,FL,181,4.0
37952,Sake Mian,PA,28,4.0
37956,Miracles Jamaican Restaurant and Bakery,PA,13,2.5
37957,Pizza Consegna,LA,19,2.5
37961,Casamento's Restaurant,LA,330,4.0
37962,Espresso Yourself Coffee Shop,FL,24,5.0
37966,Paciugo Gelato & Caffe,FL,423,4.5
37967,No 1 Chinese Restaurant,TN,23,2.5
37969,Casa D'Amico,NJ,50,3.5
37975,PharmFree Life CBD Dispensary + Coffee & Tea Bar,IN,9,4.5
37978,Pittt Barbeque & Grill,IN,33,3.0
37980,Tijuana Flats,FL,94,4.0
37981,Rite Aid,CA,36,2.0
37983,Sweetberry Royersford,PA,30,3.0
37984,Jordans Fish and Chicken,IN,10,3.5
37989,The Stadium,FL,69,3.5
37991,Astros Restaurant,AB,11,4.0
37997,The Meat Shop,IN,20,3.5
37999,Jack in the Box,ID,13,3.0
38000,Arasapha Farm,PA,15,3.0
38003,Pho Kien Giang,FL,407,4.5
38004,Bacio,PA,69,3.5
38005,"Ramen, etc.",NV,73,3.5
38007,MAFIAoZA'S - Nashville,TN,456,3.5
38009,Quills Coffee,IN,277,4.5
38010,Taco Bell,IN,15,3.0
38012,Pearly's Beach Eats,FL,70,4.0
38015,Popi's Italian Restaurant,PA,153,3.5
38016,Saigon Cuisine,AB,23,3.5
38018,Kurry Korner,PA,75,4.0
38019,Fire N Smoke,TN,11,4.5
38025,La Fava Restaurant and Bar,PA,115,4.0
38029,Boston Market,NJ,11,3.0
38030,Emiliano’s carnitas,PA,6,5.0
38033,Scooter's Coffee,IL,8,5.0
38035,Astra Pizza,FL,65,4.0
38038,The Tailgate,IN,38,3.5
38039,Bayou Snowballs,LA,7,3.0
38049,Hardee's,FL,21,2.0
38050,Tableau,LA,1087,4.0
38057,McDonald's,TN,44,2.0
38062,Pat's Pizza & Pasta,DE,22,3.0
38063,Five Guys,MO,36,3.0
38067,Domino's Pizza,IL,7,4.0
38068,King of the Coop,FL,498,4.5
38084,Tuscan Bistro,NJ,5,4.0
38086,PrimoHoagies,PA,14,3.0
38092,Faubourg Wines,LA,48,4.5
38096,La Matta Pizza,NJ,25,2.5
38102,Kingsford Fire Grille,FL,18,2.5
38107,Charley's Philly Steaks,LA,11,3.5
38108,MB Grill,NV,154,4.0
38109,Edgehill Village,TN,8,4.0
38112,Wagner's,LA,5,3.5
38114,Burger King,PA,6,2.5
38115,Jersey Mike's Subs,PA,5,3.5
38116,Papa John's Pizza,IL,10,3.5
38121,Bubba Gump Shrimp,FL,532,2.5
38122,IHOP,IL,23,2.0
38123,White Dog Brewing,ID,125,4.5
38129,New York Bagel Bakery,PA,82,4.5
38131,Bayou Market and Cafe,FL,18,5.0
38138,Golden Dragon,NJ,6,4.5
38139,New Chong Weh,MO,5,3.0
38144,Guanabo Coffee Shop,FL,14,4.0
38145,Samwiches,MO,14,4.0
38150,Subway,FL,5,4.0
38152,Mandarin House,IN,115,3.0
38153,Five Guys,AZ,118,3.5
38158,Pho Le,NJ,110,4.0
38162,Papa Luigi,NJ,6,4.0
38163,Starbucks,TN,10,3.5
38168,Remedy,AB,10,5.0
